CAMIS,DBA,BORO,CUISINECODE,SCORE,CURRENTGRADE
50002480,CITI CAFE/ROHATYN ROOM,1,03,13,A
50002482,BEST WOK,4,20,21,B
50002487,FLAVA II,3,17,9,A
50004422,PALACE FRIED CHICKEN,4,18,12,A
50004429,86 SUPERSTAR INC,3,99,11,A
50004437,18 EAST GUNHILL PIZZA,2,62,2,A
50004448,U.S. Kennedy Fried Chicken Pizza,2,18,10,A
50004456,JUSTINO'S PIZZERIA,1,63,13,A
50004472,PISILLO ITALIAN PANINI,1,48,7,A
50004488,KING'S WOK CHINESE RESTAURANT,1,20,10,A
50004504,CHINA FORTUNE FAST FOOD,4,99,9,A
50004508,CREATIVE JUICE,1,51,11,A
50004512,TIO LUCA,1,77,9,A
50004524,SUBWAY,4,99,2,A
50002500,Pippali,1,44,13,A
50002508,KINGSLAND,3,03,27,Z
50002533,Dhaka Garden,4,09,13,A
50002544,THE COFFEE BEAN & TEA LEAF,1,14,12,A
50002545,PATSYS PIZZERIA,1,63,26,B
50002546,EXPRESS NARUTO RAMEN,1,49,10,A
50002547,THE SUPPLY HOUSE,1,03,24,B
41688109,BOOMER AND CARTON,3,99,2,A
41688135,JUNIORS,3,03,7,A
41688136,CLINTON HILL BURGERS,3,39,7,A
41684697,THE STAND,1,03,10,A
41684927,NEW YAJAI THAI FOOD,4,82,9,A
50004532,CALISTA SUPERFOODS,1,03,11,A
50004551,KENNEDY FRIED CHICKEN,2,18,12,A
50004556,GRAN FAMILIA MEXICANA RESTAURANT,3,55,20,Z
50004560,ROSE BAKERY,1,35,14,Z
50004574,CITY ONE CHINESE RESTAURANT,1,20,13,A
50004578,LUCKY CHICKEN,1,03,12,A
50004591,KENNEDY FRIED CHICKEN & PIZZA,2,18,45,C
50004596,OST CAFE,1,14,12,A
50004599,BELLA PIZZA OF BRONX,2,63,12,A
50004612,PHOS & BANH MI,3,28,12,A
50004620,SAKETUMI,3,05,16,B
50004633,EAST BUFFET & RESTAURANT,4,20,22,B
41662634,FRESCO GELATERIA,1,43,3,A
41662685,PAIN D'AVIGNONAT THE PLAZA,1,69,8,A
41678934,MEATBALL OBSESSION,1,03,10,A
50002548,CARIFESTA RESTAURANT,2,17,12,A
50002552,Dunkin Donuts,4,03,7,A
50002553,JIN LONG FOOD STATION,2,20,9,A
50002556,DELICIAS COLOMBIANAS BAKERY,4,08,20,Z
50002558,FOOTPRINTS CAFE EXPRESS,3,17,9,A
50002571,SIMIT & SMITH,1,03,12,A
50002573,ITAL KITCHEN,3,84,9,A
50002574,CIBO E VINO,1,48,13,A
50004684,China Blue,1,20,12,A
50004695,PALACE RESTAURANT,4,20,9,A
50004715,FLRU JUICY,3,84,8,A
50004776,KENNEDY FRIED CHICKEN,4,18,12,A
41688153,FATTY CUE BBQ,3,10,12,A
41688157,DAVID'S K DELI,3,50,2,A
41688186,L&B SPUMONI GARDENS AND BEER ROOM,3,62,2,A
41688212,AVLEE GREEK KITCHEN,3,62,9,A
41685091,SPIRO'S CAFE & PIZZA,3,77,12,A
41685267,CATFISH,3,15,8,A
50002588,SUBWAY,4,03,9,A
50002595,baluchi,4,44,10,A
50002600,Sarai Cafe,2,77,7,A
50002620,ADYAR ANANDA BHAVAN,1,44,13,A
50002626,GOLDEN BOWL RESTAURANT,1,20,30,C
41663162,MOLECULE WATER STORE,1,12,7,A
41654129,LIN GARDEN,3,20,12,A
41679308,BOMBONADA RESTAURANT,1,77,7,A
41679424,12 CORNERS,1,14,12,A
41679544,PROSPECT,3,03,7,A
50002636,STARBUCKS COFFEE,3,14,3,A
50002640,CASK 15,4,03,12,A
50002641,EL RINCONCITO DEL SABOR DOMINICANO,2,53,6,A
50002649,D'Noel Restaurant,2,77,37,Z
50002653,MANNY'S GOURMET,1,27,8,A
50002661,red chili indian cafe,1,44,7,A
50002669,J & L FAMILY PIZZERIA,4,62,2,A
50002670,TBAAR,4,51,11,A
50002678,DOGMATIC,1,03,11,A
50002691,THE JEFFREY,1,03,24,Z
50004792,J'S WONG,3,20,12,A
50004795,Kosher Haven,3,50,9,A
50004803,RAMEN THUKPA,1,05,10,A
50004814,NY BABURCHI INDIAN RESTAURANT,1,44,11,A
50004815,SHAKA BURRITO,1,55,10,A
50004835,SQUARE PIZZA,1,62,12,A
50004837,CHUCK E. CHEESE'S,2,62,5,A
50004839,PHO,3,28,7,A
50004846,18 HIPOT,3,52,7,A
50004849,HOLIDAY INN,4,03,10,A
41688653,STARBUCKS,1,03,3,A
41688672,WOK CHINESE RESTAURANT,4,20,13,A
41688789,AGEHA JAPANESE FUSION,1,22,9,A
41685568,MEJOR VIDA,4,51,5,A
41686168,CAFE LATTE,5,54,13,A
50002700,KENNEDY'S CHICKEN & BISCUIT,1,18,7,A
50002704,PERALTA'S DELI & GRILL,3,55,7,A
50002705,JUST FISH,3,72,7,A
50002718,GREAT WALL CHINESE RESTAURANT,3,20,12,A
50002719,Boemia BAR & Lounge,4,53,7,A
50002723,CIBO Markets (Food Court),4,70,3,A
50002726,TORO,1,77,12,A
50002747,894 FOOD CORP.,3,62,12,A
50002762,BREAD & BUTTER,1,03,7,A
50002765,BAGELS & CO.,1,50,34,C
50002766,THE MARSHAL,1,03,23,B
41663211,TACO BELL,4,03,7,A
50004870,NEW XIANG XING HOUSE,4,20,12,A
50004873,BIG APPLE RESTAURANT DELI CAFE,3,77,26,Z
50004900,C J's BAR & LOUNGE,4,03,38,Z
50004904,KENNEDY FRIED CHICKEN,2,18,12,A
50004927,KENNEDY FRIED CHICKEN,2,18,11,A
41654442,DUNKIN DONUTS,1,29,3,A
50002773,LEON DE ORO REST.,3,21,13,A
50002782,DD BAKERY,2,99,11,A
50002803,EL NUEVO TENAMPA RESTAURANTE,2,55,12,A
50002807,Dunkin' Donuts,2,29,6,A
50002854,CAFE DE NOVO,1,03,22,B
50002863,JOHN'S DELI,3,69,11,A
50002897,WEI LING CHINESE RESTAURANT,1,20,23,B
50002902,ELI'S ESSENTIALS,1,75,4,A
41679879,BREAD,1,03,9,A
41689018,COCORON,1,49,21,B
41689125,MBJ SOUTH INC,3,14,9,A
41689247,THE BEST PIZZA,1,62,10,A
41686200,CINNABON / 21 TOPPINGS,3,08,4,A
41686207,PETE'S CAFE,2,03,11,A
41686421,SAN FRANCISCO RESTAURANT,1,53,10,A
50002936,Bene Pizzeria and Restaurant,3,63,36,C
50002941,FEEL FOOD,1,84,11,A
50002944,ROLLY KIMBAB 2,4,52,2,A
50002986,SAVORY KITCHEN,1,20,9,A
50003001,BEAUTIFUL MEMORY DESSERT,1,51,18,B
50003026,SUBWAY,3,69,5,A
50003047,ELI ZABAR,1,03,10,A
50004943,CASPIY,3,30,13,A
50004984,RED APPLE,3,20,8,A
50005026,MCDONALDS RESTAURANT,3,03,8,A
50005027,PULPERIA RESTAURANT,1,80,22,Z
50005035,SUNNY PALACE,5,20,10,A
50005058,XIAO LE YUAN BAKERY INC.,3,20,26,B
50005061,IRON SUSHI,1,49,27,B
50005062,SHARON'S ROTI SHOP,4,17,12,A
50005067,AMERICAN WHISKEY,1,03,12,A
41680107,KENNEDY FRIED CHICKEN,2,03,5,A
41680111,KENNEDY FRIED CHICKEN,2,03,4,A
41680423,AUNTIE ANNE'S,3,03,10,A
50003063,YUM YUMMY CHINESE RESTAURANT,3,20,25,B
50003067,HUNGRY GHOST COFFEE BAR AND CAFE AT BRIC,3,14,10,A
50003105,OLIVER'S ASTORIA,4,03,10,A
50003148,FIVE GUYS BURGERS AND FRIES,5,03,8,A
50003153,KELLOGG'S DINER,3,03,12,A
50003166,BEDFORD HALL,3,03,12,A
50003183,INWOOD GOURMET,1,03,4,A
50003208,NEW KINGS GARDEN CHINESE RESTAURANT,4,20,10,A
50003236,Little Dokebi,3,52,11,A
50003250,GUIZHOU NOODLES HOUSE,4,20,12,A
50003253,PARIS BAGUETTE,1,52,7,A
41689402,KARE THAI,1,82,15,B
41689558,SAPIENZA,4,27,5,A
41689690,ANNIES FIRST WOK RESTAURANT,3,20,12,A
41689768,COMMUNAL OVEN & EARTH,1,63,10,A
41686873,LEGEND STEAK HOUSE,3,20,12,A
41664549,YOART FROZEN YOGURT BOUTIQUE,1,43,2,A
50005128,SMOOCHA,1,03,5,A
50005165,SIMON'S BBQ II,3,20,10,A
50005176,Tous Les Jours,4,08,9,A
50005177,FORTUNE PLACE,3,20,5,A
50005185,MATSUNOSUKE,1,08,7,A
50005189,CONVENE,1,23,5,A
50003307,TACO BELL,4,81,5,A
50003338,ASIAN TASTE,4,05,13,A
50003339,"Empire Biscuit, LLC",1,03,5,A
50003356,AZTECA TAQUERIA,4,77,21,Z
50003373,HELLGATE ON THE PARK,4,03,9,A
50003387,VENUE,4,56,12,A
50003390,NEW GOLDEN STAR RESTAURANT,3,20,13,A
50003400,the chester,1,03,6,A
50003414,RHONG-TIAM THAI,1,82,3,A
50003415,SUMO TERIYAKI,3,49,6,A
50003416,UNIDENTIFIED FLYING CHICKEN,4,52,10,A
41680534,COMEBUY,1,14,2,A
41689789,EGG ROLL CHINESE RESTAURANT,3,20,2,A
41689833,LOS TRES POTRILLOS,4,55,19,Z
41689903,NAGOYA,3,49,25,Z
41690085,PERGOLA,1,27,12,A
41686891,FU RAN RESTAURANT,4,20,10,A
41687082,BUON APPETIT,4,48,6,A
41687088,SERGE BISTRO,1,35,10,A
41687104,HOMEMADE FALAFEL,4,44,3,A
50005258,DUNKIN' DONUTS,4,29,12,A
50005314,KAI SUSHI ASIAN FUSION,2,49,21,B
50005317,LIQUITERIA,1,51,9,A
50005328,JADE SEA CHINESE RESTAURANT,4,99,19,B
50005370,NEW HO WAH CHINESE FOOD,4,99,11,A
41664646,MI CASITA BAKERY & RESTAURANT,4,08,9,A
50003434,Q MARQET,1,03,28,C
50003435,THE UNCOMMONS,1,14,9,A
50003456,LUNA,1,14,10,A
50003457,GRULLON BAKERY,1,08,22,B
50003473,HUMMUS GARDEN,3,54,5,A
50003490,THE SMOKE HOUSE,4,17,11,A
50003506,LUPITA RESTAURANT,1,55,12,A
50003508,BINY,1,22,12,A
41655478,BIANG!,4,20,8,A
41681090,PROHIBITION BAKERY,1,08,9,A
41681152,CLARKE'S STANDARD,1,39,2,A
50005372,A' Putia Sicilian Pastry & Café,3,14,10,A
50005375,EFFY'S CAFE,1,54,10,A
50005382,A-12 SUSHI & RAMEN,1,49,7,A
50005413,Subway,5,99,2,A
50005441,Curry Club,1,44,9,A
50005445,GREAT HARVEST CUISINE,3,20,13,A
50005452,EL DIVINO RESTAURANT,1,53,12,A
50005462,COLD STONE CREAMERY/TIM HORTONS,1,43,4,A
50005466,KENNEDY FRIED CHICKEN,3,18,9,A
50005471,BUDIN,3,14,10,A
50005474,CAMILA'S CAFE,3,03,2,A
41690254,THE FLATIRON ROOM,1,03,26,Z
41690256,SIMONE'S JAMAICAN CUISINE,3,17,15,B
41690257,CHINA STAR BUFFET,3,20,17,B
41690338,TEA BAR,3,14,7,A
41690376,CAFE RIMON,3,50,9,A
41690388,XIAN FAMOUS FOODS,3,20,15,B
41687715,GOLDEN KRUST CARIBBEAN BAKERY,3,17,13,A
41687902,STARBUCKS COFFEE COMPANY,1,14,2,A
41687904,THE PINES,3,03,17,B
41688037,STANDARD BURGER,5,03,2,A
41688078,ROSAMUNDE SAUSAGE GRILL,3,03,7,A
50003549,EL SABROSO RESTAURANT,1,77,12,Z
50003629,ROSEDALE DELICATESSEN,4,27,21,Z
50003639,Quinn's Bar & Grill,1,03,12,A
50003661,CONVO BAR 47,1,48,7,A
50003666,A K  US GROUP,1,20,8,A
50005477,CHINA FUN CHINESE RESTAURANT,4,20,11,A
50005481,LUCKY KITCHEN,3,20,8,A
50005509,PULAU PINANG MALAYSIAN CUISINE,4,05,23,Z
50005517,BLACK CRESCENT,1,72,9,A
50005543,LAS PALMAS RESTAURANT,1,55,13,A
50005564,WOGIES BAR & GRILL,1,03,13,A
50005569,MILLY'S PIZZERIA,3,63,11,A
50005588,CHINA KING,1,20,33,Z
50005592,J R SUSHI 2 INC,1,20,10,A
41664787,THE COBRA CLUB,3,03,12,A
41664788,PROLONGA TU VIDA,4,14,10,A
41681164,NUEVAS BRISAS DEL VALLE,4,77,10,A
50003680,chocolat bar & lounge,3,30,13,A
50003695,DILLINGER'S,3,03,12,A
50003714,KIKU SUSHI,1,49,10,A
50003726,EL BURITO LOCO,4,77,10,A
50003744,"LENNY'S HANOVER, LLC",1,03,13,A
50003753,J.R.'S DINER,4,03,13,A
50003777,DA MARCELLA,1,54,22,Z
50003786,SHAWARMANIA,4,56,11,A
50003789,SOFIA PIZZERIA AND RESTAURANT,3,48,11,A
41690495,STARBUCKS COFFEE,1,03,10,A
41690537,SHAGGY'S CHEESESTEAK,5,03,15,B
41688092,CAFE BUUNNI,1,03,21,B
41688105,TINY EMPIRE,3,51,13,A
41688192,BROOKLYN BURGER,3,03,2,A
50005608,GYRO KING FRIED CHICKEN,3,99,12,A
50005612,LA BAGUETTE SHOP,3,08,2,A
50005617,RESTAURANT PIZZA,2,62,7,A
50005628,NEW HOOD HING CHINESE RESTAURANT,3,20,6,A
50005634,BENTON CAFE,1,05,17,B
50005642,BAGELS AND MORE,1,07,7,A
50005650,PUFF CHA,1,82,12,A
50005654,ALLERTON DINER,2,03,9,A
50005655,HABANA TO GO,3,77,13,A
50005660,POLLOS A LA BRASA MR. MARIO,4,53,20,Z
50005665,WING HING CHINESE FOOD INC,3,99,13,A
50005672,MAIKLEY CAFE,3,20,26,Z
50003859,FAMOUS RESTAURANT,3,20,13,A
50003910,PHILLY SOFT PRETZEL FACTORY,5,07,17,B
50003936,DOWNTOWN ALE HOUSE,3,03,36,C
50004033,CHIPOTLE MEXICAN GRILL #1962,1,55,9,A
41665444,L'ARTE DEL GELATO,1,03,5,A
41690704,J & R WEST INDIAN RESTAURANT,3,17,9,A
41690734,FORCELLA.,1,48,12,A
41690830,CHEN'S GARDEN,2,20,9,A
41688363,KOI SOHO,1,49,19,B
41688475,HOMEFRONT DELI,1,03,12,A
50004075,CANELE BY CELINE,1,35,5,A
50004111,Rainbow Mix,3,22,2,A
50004114,EL DIVO LOUNGE,2,77,9,A
50004139,FORTUNE COOKIE,5,20,24,B
50004182,CHOLE'S RESTAURANT & LOUNGE,3,17,13,A
50004183,Lima 33,4,61,10,A
50005675,PIZZA 23,1,62,17,Z
50005692,LAYALY CAFE,4,54,10,A
50005695,TOPPINGS,1,43,10,A
50005702,DRAGON CONCOURSE,2,20,11,A
50005704,HUA XIA SEAFOOD RESTAURANT,1,20,27,B
50005743,SABINA'S D-LITE,2,77,2,Z
50005758,NO.I CHINA KITCHEN CUISINE,4,20,13,A
50005759,NEW CHINA III,4,20,9,A
50005772,NO 1 RESTAURANT,3,20,10,A
50005783,GOLDEN KRUST,4,17,9,A
50005789,KPK RESTAURANT INC,1,56,10,A
50005809,TAI WAN PORK CHOP HOUSE INC,1,82,24,Z
41665912,SWEETS BOUTIQUE  BAKERY & CAFE,4,14,4,Z
50004201,Vishine Fashion (Juice bar),4,20,12,A
50004203,BULLPEN DELI TWIN DONUTS,2,03,11,A
50004205,FUJI ISLAND JAPANESE FUSION,5,49,10,A
50004213,HO WAH RESTAURANT,3,20,7,A
50004251,BK SUSHI,3,20,21,Z
50004258,SANSKRITI,3,44,10,A
50004267,DUE FRATELLI PIZZERIA,4,62,6,A
50004269,PERGOLA 36,1,54,26,Z
50004285,PIZZA HUT #29773,3,62,3,A
50004295,CAFE EUPHORIA,3,67,13,A
50004296,FOUR SEASONS HOTEL NEW YORK,1,03,9,A
50004305,ADAM CHINESE COTTAGE,1,20,21,Z
50005856,SPICE,3,82,7,A
50005934,MIYAKO SUSHI,1,49,43,Z
50005996,METROPOLITANO RESTAURANT,3,77,7,A
50006009,FAMOUS FALAFEL,5,56,10,A
50006033,BENSON EATING STATION,3,20,30,Z
41682345,JEKYLL AND HYDE CLUB,1,03,13,A
41691362,LIBERTADOR,3,77,6,A
41691624,LUCKY LAWRENCE,3,62,11,A
41691644,TAQUERIA EL BUEN GUSTO,3,55,19,B
41688941,FRESCO DELI CORP,4,03,7,A
41689119,CITY TECH CAFE,3,03,8,A
50004323,Carrizal Restaurant,3,77,20,B
50004324,CHICANE,1,35,12,A
50004337,PANINI LA CAFE,3,50,12,A
50004374,POK POK NY,3,82,12,A
50004379,BUTTER  RESTAURANT,1,04,17,B
50004380,The Coffee Bean & Tea Leaf,1,14,2,A
50004386,RHONG-TIAM EXPRESS,1,82,26,B
50004412,Bondurants,1,03,13,A
50004431,PUSHCART COFFEE,1,14,10,A
50006080,KING WOK,4,20,20,Z
50006084,SUBWAY,3,70,2,A
50006097,SOHO TIFFIN JUNCTION,1,44,4,A
50006112,CHIRPING CHICKEN,1,03,17,Z
50006132,EL RINCON,1,77,24,B
50006149,SUBWAY,1,70,7,A
50006153,BLUE DOG CAFE,1,14,29,Z
50006174,VITTORIA SEAFOOD & GRILL,3,48,10,A
50006175,LA VUE,3,35,13,A
50006181,LAN ZHOU HAND MADE NOODLE,4,20,11,A
50006210,NEW KING GARDEN CHINESE RESTAURANT,4,20,9,A
50006212,FULTON FRIED CHICKEN & PIZZA,3,18,10,A
50006223,Di Di Dumpling,1,20,11,A
50006230,SARKURA JAPAN,4,99,11,A
50006266,MCCOY,1,03,24,Z
50006275,GO CATERING,1,03,4,A
50006277,GRANDPA'S PIZZA CAFE,3,48,6,A
50006286,CIBAO,3,77,48,Z
41657085,LEIDA RESTAURANT,2,53,10,A
41657293,DRAGON SEA,2,20,4,A
41682600,PATIO CRIOLLO RESTAURANT,4,77,10,A
41682774,PICCOLO'S PIZZA,3,48,3,A
41683066,TIR NA NOG BAR AND GRILL,1,03,4,A
41691978,TASTE OF KERALA KITCHEN,4,44,8,A
41692282,BUSHWICK KITCHEN 11-11,3,03,12,A
41692313,CLARKSON,1,03,26,B
41692319,SBARRO,1,03,8,A
50004444,KUNG FU LITTLE STEMED BUNS RAMEN INC,1,99,9,A
50004457,BOBA LIFE,1,14,3,A
50004540,THE BRICK HOUSE,3,70,20,B
50004561,ELIXIR,1,51,8,A
50004565,PITKIN BONAO GRILL RESTAURANT,3,17,30,Z
41689142,CAFE NOI ESPRESSO BAR,1,14,10,A
50006344,QUEENS COMFORT RESTAURANT,4,03,12,A
50006350,NEW GYRO KING,5,54,12,A
50006390,Mamma Mia's Pizza,3,63,24,Z
50006392,SUSHI & NOODLES,3,49,9,A
50006404,149 STEAM FISH CORP.,2,72,11,A
50006410,KALINA RESTAURANT,3,77,12,A
50006474,WILLIAMSBRIDGE DINER,2,03,6,A
50006541,EL CASTILLO DEL CARIBE,2,53,7,A
50006543,CHINA CITY RESTAURANT,3,20,32,Z
50004587,BAY LEAF INDIAN FOOD,3,44,11,A
50004593,MEASURE LOUNGE,1,03,13,A
50004597,LIN LONG XUAN RESTAURANT INC,4,22,25,B
50004619,TASTY DUMPLING,1,20,20,Z
50004654,BAVARIA BIERHOUSE,1,37,9,A
41683170,BATTISTA,3,48,9,A
41683392,ESSENCE,2,17,10,A
41683498,JANCHI NY,4,52,4,A
41692605,KENNEDY FRIED CHICKEN,1,18,10,A
41689595,BARRACA,1,77,4,A
41667800,CYPRUS AVENUE / BLACK SHEEP,3,03,17,B
41667830,OASIS WILLIAMSBURG,3,56,6,A
41667870,PEOPLE'S POPS,1,43,2,A
50004674,KORI TRIBECA,1,52,20,B
50004774,FAT SAM PIZZA & PASTA,3,62,39,Z
50004790,De Ricky Mexican Restaurant,3,55,27,Z
50004805,CHINA DRAGON EXPRESS,3,20,15,B
50004809,BAR BACON,1,99,11,A
50004845,Bar Nine,1,03,12,A
50006556,CHERRY VALLEY DELI,4,69,31,Z
50006574,LADUREE SOHO,1,35,12,A
50006605,AT YOUR MOTHER-IN-LAW,3,52,10,A
50006618,SABOR ECUATORIANO BAKERY,4,08,18,Z
50006625,395 EAST 149TH DELI GROCERY,2,69,38,Z
50006813,BAR SAN MIGUEL,3,03,27,Z
50006824,FRESH TORTILLAS TACO,3,81,56,Z
41658013,PINK ICING BAKE SHOP,4,08,6,A
41683720,THE HUMUS SHOP,1,56,7,A
41683743,DUNKIN DONUTS & BASKIN ROBBINS,4,29,3,A
41683759,SUBWAY,2,69,10,A
50004857,ALLEN ST PIZZA,1,62,8,A
50004924,ELEVEN STAR RESTAURANT INC,2,03,5,A
50004934,RICHI RICH PALACE,4,44,55,Z
50004960,THE CIVIL SERVICE CAFE,3,14,11,A
50004969,DINO'S PIZZA & PASTA,4,63,11,A
50004975,SOFRA CAFE,4,83,59,Z
41692932,GOURMET 45,1,03,10,A
41693075,YUMMY YUMMY EXPRESS,4,20,20,B
41693350,CIELO AT THE MAYFAIR,1,48,12,A
50005000,HILL COUNTRY BARBECUE MARKET,3,10,13,A
50005001,HILL COUNTRY CHICKEN,3,18,2,A
50005005,BEQU JUICE,1,51,7,A
50005015,LI GOLDEN RESTAURANT,4,20,15,B
50005028,101 AMAIDEN LANE RESTAURANT TC LLC,1,99,12,A
50005056,L'UNIQUE BAR & RESTAURANT,3,17,9,A
50005076,GRAND NOODLE HOUSE,3,20,10,A
50005081,NEW WOKS KITCHEN,4,20,26,B
50005096,DUNKIN DONUTS,1,29,2,A
50005098,DUNKIN DONUTS,1,29,13,A
50005104,AYA SUSHI,1,20,17,B
50005115,CRISPY & TASTY,4,03,8,A
50007077,TEANY,1,84,38,Z
50007102,MAISON KAYSER,1,08,11,A
50007121,SLICE OF BROOKLYN  INC.,3,62,13,A
50007210,Bonjour Crepes & Wine,1,35,2,A
50007246,POLLITOS MEXICAN BISTRO,3,55,9,A
50007256,GREAT WONTON RESTAURANT,3,20,13,A
50007311,BJMF INC,2,70,5,A
50007321,New Dragon Sea Kitchen Inc.,2,20,42,Z
41658535,LITTLE CAESARS,2,63,5,A
41658651,CARVEL,2,03,9,A
41684033,TROPICAL RESTAURANT,4,77,8,A
41684504,TABLE 87,3,48,9,A
50005160,FAMOUS FAMIGLIA,4,99,6,A
50005174,SUSHI ISLAND,4,99,13,A
50005183,BLEECKER KITCHEN & CO,1,03,10,A
50005192,ONIS RESTAURANT,2,77,3,A
50005201,HONG KONG CAFE CHINESE RESTAURANT,3,20,12,A
50005207,THE SANDWICH BAR,4,03,11,A
50005232,K-TOWN FOOD COURT,4,52,28,C
50005236,PIZZA HUT/KFC/TACO BELL,3,00,12,A
41693599,ABOVE BALLROOM,5,03,5,A
41690219,101 PIZZA,4,62,26,B
41668846,FRUIT AND VEGETABLES ANAYELYS BOUTIQUE,2,77,10,A
41669000,LE CHURRO,1,77,12,A
50005259,KENNEDY FRIED CHICKEN & PIZZA,2,18,11,A
50005283,CHINA CITY,3,20,19,B
50005311,MARKET PLACE CAFE,1,03,10,A
50005351,CHIPOTLE MEXICAN GRILL #2090,3,55,9,A
50005377,ACE BAGEL & ROLL,4,27,7,A
50007413,FLUSHING BANGGANE,4,52,10,A
50007443,PALACE FRIED CHICKEN,3,18,24,Z
50007456,PEKING OISHI,3,20,23,Z
50007609,HEALTHY BITE,2,03,23,Z
50007634,SIZZLE SHAWARMA & FALAFEL BAR,4,50,9,A
50007657,VILLAGE BAGEL,4,08,10,A
41658728,THE CUSTOM HOUSE,3,03,10,A
41658998,BILLY'S BAKERY,1,08,2,A
50005386,SUBWAY,2,69,24,B
50005465,THE JOHNSON'S,3,03,8,A
50005482,LIN NEW PEOPLE RESTAURANT,3,20,7,A
50005484,MEI WEI,3,20,7,A
41693807,MA LA XIANG WOK,4,20,7,A
41693835,KENNEDY FRIED CHICKEN,2,18,20,Z
41693899,THE AVE LUNCH BOX,3,77,3,A
41690473,ABC BEER CO.,1,69,10,A
41690534,DEAR BUSHWICK,3,32,7,A
50007824,Subway,3,04,9,A
50007846,DUNKIN DONUTS,1,29,12,A
50007965,MANDOO BAR,1,52,9,A
50008051,COLONY FRIED CHICKEN,2,03,32,Z
50008060,OVAL CAFE,1,14,9,A
50008061,Variety,3,14,,A
50005514,DHAKA DELI,1,27,9,Z
50005548,WHAT A TACO,3,55,3,A
50005603,MARIO'S PIZZERIA,4,62,12,A
50005641,JUICE,1,70,5,A
50005658,CAFETERIA LA MEJOR,3,14,11,A
50005661,CURRY & TANDOOR CORNER,1,44,13,A
50005663,NEW PEKING RESTAURANT,3,20,12,A
41669271,CR SALUD NATURAL Y MULTISERVICIOS,2,51,2,A
41669496,Latino Bakery,3,69,13,A
41659402,9 & 8 CAFE,1,14,7,A
41694302,BURGER KING / POPEYES,3,03,12,A
41694360,FLUSHING SUNSHINE,4,20,6,A
41690650,KING CRUST JA WEST INDIAN & AMERICAN RE,4,17,7,A
41690780,CAFE EVERGREEN,1,20,13,A
50005671,JOEY PEPPERONI'S PIZZA,2,48,6,A
50005684,BOONCHU #2,4,82,7,A
50005685,KING'S WOK,3,20,18,B
50005729,New Wok Express,1,20,12,A
50005740,BENGAL FOOD,2,09,6,Z
50005755,NEW SHUN HING CHINESE RESTAURANT,1,20,12,A
50005818,CROWN FRIED CHICKEN,4,18,12,A
50005846,JAMESON'S,1,03,7,A
50008076,HONK KONG BOY RESTAURANT,3,20,13,Z
50008087,TONY'S DRAGON GARDEN,4,20,12,A
50008096,MASTER WONTON,3,20,11,A
50008123,LATIN GRILL FACTORY,4,53,44,Z
50008136,Wendy's Old Fashioned Hamburgers,1,03,7,A
41669698,SUBWAY,1,03,10,A
41659905,TWIST IT TOP IT FROZEN YOGURT,4,43,9,A
50005889,LOVING HUT,3,84,7,A
50005905,MORI SUSHI,3,49,4,Z
50005906,STARBUCKS JPMC 270 Park,1,14,5,A
50005921,TWIN DONUT,2,29,11,A
50005960,SUNSWEET MARKET,1,99,10,A
50005974,Bagels & Schmear,1,03,9,A
50005987,QUIZNOS,3,70,12,A
50005991,SAKE RESTAURANT,3,49,6,A
41686159,BELLA GIORNATA,5,03,9,A
41694614,FB9110 HOT DOG CONCESSION,1,03,2,A
41694676,SUBWAY,1,03,12,A
41694756,BC8140 BAR AT THE GARDEN,1,03,,A
41694762,FB9120 HOT DOG CONCESSION,1,03,,A
41694845,THE WICKED MONK,3,03,22,Z
41691085,COFFEED,4,14,2,A
50008310,DESI GALLI,1,44,9,A
50008431,BELLA PIZZA,3,62,9,A
50008617,Teriyaki Burrito House,3,81,5,A
41670240,LA GRINGA,3,81,2,A
41660479,AMBER,1,05,8,A
50006043,FAMOUS YEMEN SWEETS,3,56,11,A
50006071,SCHNITZ,1,30,9,A
50006091,HOK ZHOU CHINESE FOOD,1,20,16,Z
50006106,EPICE CAFE,1,04,12,A
50006191,SISTERS GOURMET PARADISE,3,20,10,A
50006206,HUMMUS KITCHEN,1,50,11,A
41686215,SHUN WON RESTAURANT,4,20,13,A
41694926,IMPERIAL RESTAURANT DELI,2,53,12,A
41694966,SHINJUKU,3,49,9,A
41695036,DELICIAS BAKERY & RESTAURANT,4,77,7,A
41695128,COFFEE & CRUMBS,1,03,6,A
41695136,TREND DINER,1,03,25,B
41691378,CHIPOTLE MEXICAN GRILL,1,55,11,A
41691671,LONG WON RESTAURANT,3,20,11,A
41691697,LEO'S CHICA DEE RESTAURANT,3,77,15,B
50006327,NEW CHIENG GARDENS INC,5,20,16,B
50006329,L'ARET DEL GELATO,1,43,5,A
50006339,DUNKIN DONUTS,3,29,9,A
50006348,PINTO BAKERY,1,08,26,B
50006369,GOOD FRIEND RESTAURANT,3,20,8,A
50006436,SEATTLE CAFE,4,03,13,A
41670350,BREW COFFEEHOUSE,2,14,4,A
50006539,KENNEDY CHICKEN SANDWICHES & PIZZA,2,18,9,A
50006557,CHOCK FULL O'NUTS,1,03,11,A
50006578,ALGONQUIN HOTEL,1,03,22,Z
50006679,THE CLASSON,3,03,10,A
50006735,TACO BELL,1,81,3,A
41686842,CANTON KITCHEN RESTAURANT,1,20,12,A
