Age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,TB,GDP,HBP,SH,SF,IBB
28.5,16,63.25,55.75,10.125,14.625,2.75,0.625,2.75,10.75,0.75,0,6.5,12.125,.259,.333,.480,.813,125,26.875,0.75,0.5,0,0.5,0.125
